,id,title,language_code,description,similar_books,ratings_count,num_pages,text_reviews_count,average_rating,Action,Adventure,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Thriller,War,Action_b,Adventure_b,Crime_b,Documentary_b,Drama_b,Family_b,Fantasy_b,History_b,Horror_b,Music_b,Mystery_b,Romance_b,Thriller_b,War_b
89702,20614303,"Cassi's Crisis (The Havenmoor Convergence, #3)",eng,"Things just keep getting stranger and stranger for Cassi. She would have thought a vampire boyfriend was enough craziness in her life, but it wasn't. First, she finds out there are werewolves and witches, and that isn't even enough. There are ghosts and angels, too, and not only that, but she's about to meet with them in some kind of teenage monster mash. It's confusing as hell, and all she wants is to be with Julian and enjoy her boyfriend. She can't though. Evil stands on the edge of the world, and if Cassi and her friends don't stand against it, unspeakable horror will come.
Cassi's Crisis is the third volume in the Havenmoor Convergence series from Polaris Young Adult Productions. It continues the story of Cassi's Crisis that began in Blood and Bread and Visions of Cassi. The Havenmoor Convergence is the third volume in the Havenmoor Series. Five teens struggle to maintain what remnant of humanity they possess, in order to fight against an ancient evil descending upon the world. Five teens--a vampire, a werewolf, a witch, a ghost, and a half-angel--five teens try to save the world and still find a way to love their mortal counterparts. Is there hope for their love? Is there hope for the world? Polaris Young Adult Productions, bringing you the finest young adult fantasy, scifi, and paranormal fiction.",[],1.0,10.0,1.0,1.0,0.15068013769170938,1.0,0.11391427296417485,0.12700077569666154,1.0,0.14739732130376665,1.0,0.13147617617675575,1.0,0.10608347082794041,0.1384768755818401,0.14677933823508124,0.14934736971493376,0.12290631089447245,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89716,24133178,Monsters Made Me Gay: Alien Gangbang,eng,"When Joel has a strange experience in his old rural farmhouse, he initially just assumes it's a strange dream. But after revealing the series of events to his friend Carly (missing time, a strange otherworldly light, and a distinct soreness in his most private areas), Joel is eventually convinced to undergo hypnotic regression.
Suddenly, it all comes rushing back; the anal probing, the sexual experiments and the out-of-this-world gay alien gangbang. Most terrifying of all, he soon discovers he might have actually loved it!
This is a 4,400 word hardcore gay gangbang story, featuring anal, double anal, straight to gay turning, anal cream pies, dub-con, monster sex, rough sex, anal probing and aliens.",[],3.0,18.0,1.0,1.33,0.08456649178204022,1.0,0.07093688060919849,0.0885024828050778,1.0,0.08937401407385304,1.0,0.08101092969504424,1.0,0.06831853243119661,0.08692988833915813,0.0832911892260201,0.08832661812188107,0.05797449579158728,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
91849,28428044,Rays And Ripples,eng,"When was the last time you spoke to nature, like our forefathers did? Receiving thus graces in abundance from it.
When was the last time you helped your neighbour in need or was a ray of hope? Consequently, turning yourself a Good Samaritan, spreading ripples of your goodness and love to people around you.
This book assures you a ride through a dialogue with nature, motivating you to be a friend in deed, and inspiring you to love unconditionally.
This collection entertains one, at the same time, gives a hint to a better living through poems and short stories. It is an embodiment of subtleties of life.",[],1.0,90.0,1.0,1.0,0.13024147912489545,0.13089682041237719,0.11861199587135336,0.13410028380854097,1.0,1.0,1.0,0.11495272995053046,0.11908878806233296,0.11541676566889589,0.1096023251272262,1.0,0.12795607158740002,0.07870186493594067,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
96640,29418685,Lost Gold,eng,"In ""The Dragon Was a Lady,"" Faith Thorndike inherits a gold mine and mansion from her father who she hasn't seen for a number of years. She arrives in Goat Springs, on the eastern edge of Death Valley, and finds herself in the midst of turmoil. Lazarus Howe, attorney for the estate, wants to be her champion. He proposes marriage, and Faith, desperate, accepts him.
In ""Lost Gold"" a wagon load of high-grade placer gold was abandoned and hidden in a caqon in the Superstition Mountains by Mary Thorne's grandfather after an Apache Indian attack. Mary Thorne has a map of the location, but only she knows where the gold was actually hidden in the caqon. She hires a dangerous gang to help her locate the cache. With problems arising with the group's leader, she has to form alliances with members of the gang, always a dangerous strategy. As they head into the Superstitions, they find that the Apaches know where they are, adding still more tension to the quest.",[],0.0,288.0,1.0,1.0,1.0,1.0,1.0,0.06766600350091741,0.09667235794623173,0.10280101641913014,0.09748170569208683,0.08408821937802324,0.10307311300901131,0.0699950859325317,0.09316441582507835,0.08122732102813827,1.0,0.06653641901470099,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
100789,26048133,I Know a Boy...,eng,"Using a fluid poetic rhythm, this gift book affirms, empowers, and celebrates the many wonders of that special boy you know.",[],3.0,26.0,1.0,1.33,0.037027881842449185,1.0,0.028601814696981583,0.035341658564729476,1.0,1.0,1.0,0.02766797603227294,0.029583888016457657,0.03542435924227427,0.03100131714243637,0.03360884041792107,0.029970430251015655,0.026583457723804126,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109627,16043975,Fatal Incision,en-GB,"Ghastly 'Jack the Ripper' murders of five mutilated women in the Whitechapel district of London in 1888 ended without an arrest-although suspects were plentiful. Two young Scotland Yard detectives, armed with only a hunch, voyage across the Atlantic to New York City to assist in investigating a string of similar murders. Did 'Jack' slip away to America? And is now applying his macabre trade as 'The Manhattan Ripper?' Their dangerous search propels them from the city's mean streets, seediest of taverns-to the underground caverns beneath those streets, home to a society of outcast mole people.
Show More
Show Less",[],1.0,448.0,1.0,1.0,0.11786925537051156,0.11910498406441991,1.0,0.10477176442052807,1.0,0.10800697902758716,0.10977852992447926,0.089042622565229,0.1176618830395031,0.09752009522757463,1.0,0.11496085238877403,1.0,0.06567153726733277,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
109957,36129786,The Giant Book of Cartooning,eng,"Now you too can draw like a professional Cartoonist!
Equipped with this book's unique set of stencils and clear step-by-step instructions, you will be able to produce an amazing range of original cartoons.",[],1.0,177.0,1.0,1.0,0.025437492256959796,1.0,0.020575223090374767,1.0,0.019829345322572803,1.0,1.0,0.023171118370227832,0.02481665532955316,0.02343500922910621,0.02130429419530026,0.020442551286951303,0.0206563350694685,0.01686085315790454,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112217,36004043,Paradise,eng,"A deadbeat father, in an attempt to restore his relationship with his kids, embarks upon a journey to a retro-futuristic afterlife on the brink of collapse; to later encounter trials and tribulations in discovering on what it means to be a father. In a world filled with cosmopolitan wonder where many decide to live with God, but a tiny few decide to live without. A world that has captured the imagination of millions, and a world that is now coming to an end. Welcome to Paradise.",[],3.0,241.0,2.0,1.0,0.12109604280842733,1.0,0.07615741029526818,1.0,0.12618691038076588,1.0,1.0,0.11767697740164466,0.07849549399099141,0.09136917021182456,0.08419974558472207,0.0938581838670381,0.09550704514869887,0.1227032031279504,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112388,22708752,Asian Beauties Anally Assaulted: Five Very Rough First Anal Sex Shorts,eng,"Stacy Reinhardt is the queen of rough sex, and these five shorts are as rough as they come. Each lovely lady from the orient has her backdoor blasted in ways only Reinhardt could dream up. There's bondage, humiliation, rough deepthroat, gangbang sex, first anal sex, and lots and lots of double penetration.
1. Thai'd Down: A Very Rough FFM Threesome Sex Short with Reluctant Anal Sex
Callie has always felt insecure about her height. She's tired of being called a beanpole or an Amazon princess. So, when she has a chance at a rough ffm threesome with her boyfriend and a very petite girl from the Thai restaurant, she's raring to make it a rough sex encounter to punish by proxy all the folks who teased her over the years. In this case, rough sex means forced deepthroat and a brutal anal sex session!
2. Korean Poker: A Very Rough First Anal Sex Gangbang Short
She's always had to deal with the trouble her gambler boyfriend creates, and now she's in for it big time. Lonnie's put up his Korean beauty as part of a poker bet, and when the chips are down, she's going down as well. A shocking gangbang with interracial sex, rough deepthroat, rough first anal sex, and double penetration ensues. This anal sex short by Stacy Reinhardt pushes all the right buttons and adds a few extra for good measure.
3. Asian After Hours: A Japanese Girl In A Very Rough FFM Threesome
Mai has spent several months watching strippers dance at the club where she works as a DJ. When a stripper asks her to dance at a private after hours party, she is hesitant. The girl works hard to convince her, and eventually, the Japanese beauty agrees. She didn't know it would lead to a very rough ffm threesome with rough deepthroat, rough sex, and rough first anal sex!
4. Chinese Finger Trap: A Very, Very Rough First Anal Sex Erotica Story
Lin is excited about the possibility of a promotion, but her coworkers warn her that Marco, the manager, is aggressive and has a particular weakness for Asian women. She's pretty sure she can handle him, but the interview is more difficult than she thought. In fact, it isn't long before Marco's cock is pushing its way into her little throat and soon after, into her tiny, tight untouched asshole for a very rough first anal sex experience!
5. French Vietnamese Blues: A Very Rough Double Penetration Short
Amelie has been a call girl just for a year, and she's just about saved up enough money to open her own fashion business. It hasn't been difficult. From her Vietnamese mother, she's received beautiful features, and from her French father, she has a sexy accent that drives men crazy. Her final appointment is a whole lot more than she expected, with bondage, very rough sex, humiliation, and a vicious first anal sex experience in the form of her first ever double penetration!
Warning: This ebook contains very explicit descriptions of sexual activity during a various Asian sex encounters. It includes first lesbian sex, reluctant lesbian sex, threesome sex, race-driven humiliation, interracial sex, rough deepthroat, reluctant ass to mouth, double team sex, rough sex, rough first anal sex, reluctant semen swallowing, slapping, spanking, and double penetration. It is intended for mature readers who will not be offended by graphic depictions of sex acts between consenting adults.",[],1.0,50.0,1.0,1.0,0.09289146103754974,0.0889524634124791,0.09654107965258481,0.09262805228169259,1.0,0.08834830189534273,0.09518883312415771,0.09266257470560793,1.0,0.0891302127380724,0.09833137409485673,1.0,1.0,0.06761146695318913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
118498,18687506,In His Way and His Time,eng,"Throughout her testimony of healing from the terrifying disease, schizophrenia, Margaret-Ann shares more than psychiatric knowledge drawn from books and spiritual understanding gained from Christian teachers. She portrays her Lord and God, who lovingly and faithfully persevered to bring peace to her troubled mind, soul and spirit... In HIS WAY and HIS TIME.
Learn how Margaret-Ann was set free from sporadic episodes of ... FEAR CONFUSION MISPERCEPTIONS VOICES INSOMNIA",[],1.0,224.0,1.0,1.0,1.0,1.0,0.06184207557518165,0.0659450766590132,0.07172080825894883,1.0,1.0,0.06845276681190418,0.07179098642781655,0.06648534007633908,0.05934184233220972,0.06725279442385093,0.0736821650101056,0.045876196106090686,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122302,9889435,Too Fast We Live,eng,"Lust, Violence and Greed in the Deep South. A cracking good realistic novel. Cover by Owen Kampen.",[],1.0,160.0,1.0,1.0,1.0,0.04227804674601204,1.0,0.03260975887250875,1.0,0.03390485095247988,0.03424038243919181,0.0383039042576739,0.0445687715063618,0.03811248690847944,0.03836053300444998,0.03600891781480978,1.0,0.02658136651623741,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
122312,36359564,Lost Identity,eng,"Everything in the Continental state is perfect and everyone is happy. The Republic is developing towards a bright future in prosperity, with some very happy people. But as usual, the goodness of politicians remains unpunished. However, here and there, from time to time, weeds emerge, threatening the good development of the whole society. And that is when the team steps in, led by the ambitious and generous Monica, making every effort to change the rules imposed by the government.
Little sweet Emily falls under the might of the well-oiled machine for control over the Continental Republic. Why is this innocent child a problem?
Everyone prefers to lose his or her identity in exchange for security and comfort. But why are there still people who do not understand that this is the future of society?",[],1.0,109.0,1.0,1.0,1.0,1.0,0.08762248773602067,0.09263498031640888,0.09687755451464013,1.0,0.10481676655897684,0.08671741882395208,0.09715504698345831,0.07223887310102935,0.0886916393307297,0.08551033700873706,1.0,0.06466893365115975,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
